TimeStamp, CellandDirection, BSSID, SSID, Strength
1520605535531,C10D2,50:0f:80:fd:7f:51,TUvisitor, -71
1520605535531,C10D2,38:90:a5:9d:0f:32,tudelft-dastud, -70
1520605535531,C10D2,50:0f:80:fd:7f:be,TUvisitor, -90
1520605535531,C10D2,38:90:a5:20:f0:fd,tudelft-dastud, -81
1520605535531,C10D2,38:90:a5:37:40:82,tudelft-dastud, -55
1520605535531,C10D2,38:90:a5:37:40:8f,eduroam, -56
1520605535531,C10D2,38:90:a5:37:42:df,eduroam, -67
1520605535531,C10D2,38:90:a5:9d:0f:3e,TUvisitor, -84
1520605535531,C10D2,50:0f:80:e3:79:6e,TUvisitor, -58
1520605535531,C10D2,38:90:a5:20:e9:0e,TUvisitor, -72
1520605535531,C10D2,50:0f:80:e3:73:fd,tudelft-dastud, -91
1520605535531,C10D2,50:0f:80:e3:79:61,TUvisitor, -61
1520605535531,C10D2,38:90:a5:37:42:d2,tudelft-dastud, -64
1520605535531,C10D2,38:90:a5:91:7f:8e,TUvisitor, -89
1520605535531,C10D2,38:90:a5:00:09:42,tudelft-dastud, -75
1520605535531,C10D2,38:90:a5:37:40:81,TUvisitor, -55
1520605535531,C10D2,38:90:a5:37:42:dd,tudelft-dastud, -67
1520605535531,C10D2,38:90:a5:37:42:de,TUvisitor, -68
1520605535531,C10D2,50:0f:80:c4:5f:6f,eduroam, -82
1520605540538,C10D2,38:90:a5:37:40:8d,tudelft-dastud, -57
1520605540538,C10D2,38:90:a5:37:42:d0,eduroam, -63
1520605540538,C10D2,50:0f:80:fd:7f:52,tudelft-dastud, -72
1520605540538,C10D2,50:0f:80:c4:5f:6d,tudelft-dastud, -81
1520605540538,C10D2,50:0f:80:c4:5f:6e,TUvisitor, -82
1520605540538,C10D2,50:0f:80:d8:f3:7d,tudelft-dastud, -92
1520605540538,C10D2,38:90:a5:9d:0f:30,eduroam, -68
1520605540538,C10D2,38:90:a5:8f:e7:0e,TUvisitor, -92
1520605540538,C10D2,38:90:a5:20:e9:0d,tudelft-dastud, -74
1520605540538,C10D2,38:90:a5:37:42:d1,TUvisitor, -63
1520605540538,C10D2,38:90:a5:20:f0:fe,TUvisitor, -85
1520605540538,C10D2,38:90:a5:00:09:40,eduroam, -77
1520605540538,C10D2,38:90:a5:37:40:80,eduroam, -53
1520605540538,C10D2,38:90:a5:00:09:4e,TUvisitor, -89
1520605540538,C10D2,38:90:a5:37:40:8e,TUvisitor, -59
1520605540538,C10D2,50:0f:80:fd:7f:50,eduroam, -72
1520605540538,C10D2,50:0f:80:e3:79:62,tudelft-dastud, -54
1520605540538,C10D2,50:0f:80:e3:79:6d,tudelft-dastud, -55
1520605540538,C10D2,50:0f:80:e3:79:6f,eduroam, -54
1520605540538,C10D2,38:90:a5:20:e9:02,tudelft-dastud, -63
1520605540538,C10D2,38:90:a5:20:f0:ff,eduroam, -85
1520605540538,C10D2,38:90:a5:9d:0f:31,TUvisitor, -68
1520605540538,C10D2,50:0f:80:fd:7f:51,TUvisitor, -72
1520605540538,C10D2,38:90:a5:9d:0f:32,tudelft-dastud, -68
1520605540538,C10D2,50:0f:80:c0:ce:2e,TUvisitor, -90
1520605540538,C10D2,38:90:a5:37:40:82,tudelft-dastud, -52
1520605540538,C10D2,50:0f:80:d8:f3:7f,eduroam, -91
1520605540538,C10D2,50:0f:80:e3:79:60,eduroam, -55
1520605540538,C10D2,50:0f:80:e3:74:21,TUvisitor, -75
1520605540538,C10D2,38:90:a5:91:7f:8d,tudelft-dastud, -90
1520605540538,C10D2,38:90:a5:37:40:8f,eduroam, -58
1520605540538,C10D2,38:90:a5:8c:7c:d2,tudelft-dastud, -73
1520605540538,C10D2,38:90:a5:91:7f:8f,eduroam, -92
1520605540538,C10D2,38:90:a5:00:09:41,TUvisitor, -75
1520605540538,C10D2,38:90:a5:20:e9:0f,eduroam, -74
1520605540538,C10D2,50:0f:80:e3:73:f0,eduroam, -68
1520605540538,C10D2,38:90:a5:8c:7c:dd,tudelft-dastud, -85
1520605540538,C10D2,38:90:a5:37:42:df,eduroam, -70
1520605540538,C10D2,50:0f:80:e3:79:6e,TUvisitor, -58
1520605540538,C10D2,38:90:a5:20:e9:0e,TUvisitor, -74
1520605540538,C10D2,38:90:a5:20:e9:01,TUvisitor, -63
1520605540538,C10D2,50:0f:80:e3:79:61,TUvisitor, -58
1520605540538,C10D2,38:90:a5:37:42:d2,tudelft-dastud, -63
1520605540538,C10D2,38:90:a5:8c:7c:de,TUvisitor, -84
1520605540538,C10D2,38:90:a5:00:09:42,tudelft-dastud, -77
1520605540538,C10D2,38:90:a5:37:40:81,TUvisitor, -53
1520605540538,C10D2,38:90:a5:37:42:dd,tudelft-dastud, -69
1520605540538,C10D2,38:90:a5:37:42:de,TUvisitor, -69
1520605540538,C10D2,50:0f:80:c4:5f:6f,eduroam, -81
1520605540538,C10D2,38:90:a5:00:09:4d,tudelft-dastud, -91
1520605545540,C10D2,38:90:a5:37:40:8d,tudelft-dastud, -57
1520605545540,C10D2,38:90:a5:37:42:d0,eduroam, -79
1520605545540,C10D2,50:0f:80:fd:7f:52,tudelft-dastud, -71
1520605545540,C10D2,50:0f:80:c4:5f:6d,tudelft-dastud, -83
1520605545540,C10D2,50:0f:80:c4:5f:6e,TUvisitor, -85
1520605545540,C10D2,38:90:a5:9d:0f:30,eduroam, -67
1520605545540,C10D2,38:90:a5:20:e9:0d,tudelft-dastud, -74
1520605545540,C10D2,38:90:a5:37:42:d1,TUvisitor, -63
1520605545540,C10D2,38:90:a5:00:09:40,eduroam, -76
1520605545540,C10D2,38:90:a5:37:40:80,eduroam, -54
1520605545540,C10D2,38:90:a5:8c:7c:d1,TUvisitor, -74
1520605545540,C10D2,38:90:a5:8c:93:ee,TUvisitor, -89
1520605545540,C10D2,38:90:a5:00:09:4e,TUvisitor, -89
1520605545540,C10D2,38:90:a5:37:40:8e,TUvisitor, -57
1520605545540,C10D2,50:0f:80:e3:79:6d,tudelft-dastud, -54
1520605545540,C10D2,50:0f:80:e3:79:62,tudelft-dastud, -56
1520605545540,C10D2,50:0f:80:e3:79:6f,eduroam, -58
1520605545540,C10D2,38:90:a5:8c:93:ed,tudelft-dastud, -89
1520605545540,C10D2,38:90:a5:20:f0:ff,eduroam, -87
1520605545540,C10D2,38:90:a5:9d:0f:31,TUvisitor, -67
1520605545540,C10D2,38:90:a5:8c:7c:d0,eduroam, -74
1520605545540,C10D2,50:0f:80:fd:7f:51,TUvisitor, -71
1520605545540,C10D2,38:90:a5:9d:0f:32,tudelft-dastud, -68
1520605545540,C10D2,38:90:a5:20:f0:fd,tudelft-dastud, -86
1520605545540,C10D2,50:0f:80:c0:ce:2e,TUvisitor, -90
1520605545540,C10D2,38:90:a5:37:40:82,tudelft-dastud, -53
1520605545540,C10D2,38:90:a5:8c:93:ef,eduroam, -89
1520605545540,C10D2,50:0f:80:e3:74:21,TUvisitor, -72
1520605545540,C10D2,38:90:a5:91:7f:8d,tudelft-dastud, -90
1520605545540,C10D2,38:90:a5:37:40:8f,eduroam, -57
1520605545540,C10D2,38:90:a5:8c:7c:d2,tudelft-dastud, -75
1520605545540,C10D2,38:90:a5:20:e9:0f,eduroam, -75
1520605545540,C10D2,50:0f:80:e3:74:22,tudelft-dastud, -72
1520605545540,C10D2,38:90:a5:00:09:4f,eduroam, -89
1520605545540,C10D2,50:0f:80:e3:73:f0,eduroam, -68
1520605545540,C10D2,38:90:a5:8c:7c:dd,tudelft-dastud, -84
1520605545540,C10D2,50:0f:80:e3:73:f1,TUvisitor, -67
1520605545540,C10D2,38:90:a5:37:42:df,eduroam, -69
1520605545540,C10D2,50:0f:80:e3:79:6e,TUvisitor, -54
1520605545540,C10D2,38:90:a5:20:e9:0e,TUvisitor, -74
1520605545540,C10D2,38:90:a5:8c:7c:df,eduroam, -83
1520605545540,C10D2,38:90:a5:20:e9:01,TUvisitor, -66
1520605545540,C10D2,50:0f:80:e3:79:61,TUvisitor, -55
1520605545540,C10D2,38:90:a5:37:42:d2,tudelft-dastud, -62
1520605545540,C10D2,38:90:a5:91:7f:8e,TUvisitor, -89
1520605545540,C10D2,38:90:a5:8c:7c:de,TUvisitor, -84
1520605545540,C10D2,50:0f:80:c4:5f:62,tudelft-dastud, -71
1520605545540,C10D2,38:90:a5:37:40:81,TUvisitor, -54
1520605545540,C10D2,38:90:a5:37:42:dd,tudelft-dastud, -69
1520605545540,C10D2,38:90:a5:37:42:de,TUvisitor, -69
1520605545540,C10D2,50:0f:80:c4:5f:6f,eduroam, -83
1520605545540,C10D2,38:90:a5:00:09:4d,tudelft-dastud, -89
1520605545540,C10D2,38:90:a5:8f:e7:0d,tudelft-dastud, -91
1520605545540,C10D2,50:0f:80:c0:ce:2d,tudelft-dastud, -91
1520605550539,C10D2,38:90:a5:37:40:8d,tudelft-dastud, -58
1520605550539,C10D2,38:90:a5:37:42:d0,eduroam, -62
1520605550539,C10D2,50:0f:80:c4:5f:6e,TUvisitor, -83
1520605550539,C10D2,38:90:a5:9d:0f:30,eduroam, -69
1520605550539,C10D2,38:90:a5:20:e9:0d,tudelft-dastud, -76
1520605550539,C10D2,38:90:a5:37:42:d1,TUvisitor, -62
1520605550539,C10D2,38:90:a5:00:09:40,eduroam, -76
1520605550539,C10D2,38:90:a5:37:40:80,eduroam, -58
1520605550539,C10D2,38:90:a5:8c:93:ee,TUvisitor, -87
1520605550539,C10D2,38:90:a5:00:09:4e,TUvisitor, -91
1520605550539,C10D2,38:90:a5:37:40:8e,TUvisitor, -55
1520605550539,C10D2,50:0f:80:e3:79:62,tudelft-dastud, -57
1520605550539,C10D2,50:0f:80:e3:79:6d,tudelft-dastud, -58
1520605550539,C10D2,50:0f:80:e3:79:6f,eduroam, -57
1520605550539,C10D2,38:90:a5:8c:93:ed,tudelft-dastud, -87
1520605550539,C10D2,38:90:a5:20:f0:ff,eduroam, -87
1520605550539,C10D2,38:90:a5:9d:0f:31,TUvisitor, -70
1520605550539,C10D2,38:90:a5:8c:7c:d0,eduroam, -74
1520605550539,C10D2,38:90:a5:20:e9:00,eduroam, -67
1520605550539,C10D2,38:90:a5:9d:0f:32,tudelft-dastud, -70
1520605550539,C10D2,50:0f:80:c0:ce:2e,TUvisitor, -90
1520605550539,C10D2,38:90:a5:37:40:82,tudelft-dastud, -88
1520605550539,C10D2,50:0f:80:e3:73:fe,TUvisitor, -84
1520605550539,C10D2,38:90:a5:8c:93:ef,eduroam, -87
1520605550539,C10D2,50:0f:80:e3:74:21,TUvisitor, -73
1520605550539,C10D2,38:90:a5:91:7f:8d,tudelft-dastud, -91
1520605550539,C10D2,38:90:a5:37:40:8f,eduroam, -58
1520605550539,C10D2,38:90:a5:8c:7c:d2,tudelft-dastud, -71
1520605550539,C10D2,50:0f:80:c4:5f:61,TUvisitor, -71
1520605550539,C10D2,38:90:a5:20:e9:0f,eduroam, -75
1520605550539,C10D2,50:0f:80:e3:73:f0,eduroam, -68
1520605550539,C10D2,38:90:a5:8c:7c:dd,tudelft-dastud, -85
1520605550539,C10D2,50:0f:80:e3:73:f2,tudelft-dastud, -68
1520605550539,C10D2,38:90:a5:37:42:df,eduroam, -69
1520605550539,C10D2,50:0f:80:e3:79:6e,TUvisitor, -58
1520605550539,C10D2,38:90:a5:20:e9:0e,TUvisitor, -76
1520605550539,C10D2,38:90:a5:8c:7c:df,eduroam, -85
1520605550539,C10D2,38:90:a5:20:e9:01,TUvisitor, -66
