TimeStamp, CellandDirection, BSSID, SSID, Strength
1520603091566,C1D1,50:0f:80:c4:5f:6d,tudelft-dastud, -87
1520603091566,C1D1,50:0f:80:c4:5f:60,eduroam, -78
1520603091566,C1D1,50:0f:80:c4:5f:6e,TUvisitor, -89
1520603091566,C1D1,38:90:a5:20:e9:0d,tudelft-dastud, -62
1520603091566,C1D1,38:90:a5:20:f0:fe,TUvisitor, -62
1520603091566,C1D1,50:0f:80:fd:84:4d,tudelft-dastud, -89
1520603091566,C1D1,50:0f:80:c4:60:0d,tudelft-dastud, -79
1520603091566,C1D1,38:90:a5:9d:1b:12,tudelft-dastud, -69
1520603091566,C1D1,50:0f:80:fd:7f:bf,eduroam, -64
1520603091566,C1D1,38:90:a5:91:74:1d,tudelft-dastud, -88
1520603091566,C1D1,50:0f:80:fd:7f:bd,tudelft-dastud, -63
1520603091566,C1D1,e0:3f:49:09:d9:9c,TRIBLER, -87
1520603091566,C1D1,38:90:a5:20:e9:02,tudelft-dastud, -60
1520603091566,C1D1,38:90:a5:20:f0:ff,eduroam, -62
1520603091566,C1D1,38:90:a5:9d:1b:1d,tudelft-dastud, -73
1520603091566,C1D1,38:90:a5:20:e9:00,eduroam, -59
1520603091566,C1D1,38:90:a5:9d:1a:e1,TUvisitor, -77
1520603091566,C1D1,38:90:a5:37:46:9f,eduroam, -91
1520603091566,C1D1,50:0f:80:e3:7a:fd,tudelft-dastud, -79
1520603091566,C1D1,50:0f:80:fd:7f:be,TUvisitor, -64
1520603091566,C1D1,38:90:a5:20:f0:fd,tudelft-dastud, -62
1520603091566,C1D1,50:0f:80:e3:7a:fe,TUvisitor, -80
1520603091566,C1D1,38:90:a5:9d:1b:11,TUvisitor, -69
1520603091566,C1D1,50:0f:80:c4:5f:61,TUvisitor, -78
1520603091566,C1D1,50:0f:80:fd:7f:b2,tudelft-dastud, -65
1520603091566,C1D1,38:90:a5:20:e9:0f,eduroam, -62
1520603091566,C1D1,50:0f:80:fd:7f:b1,TUvisitor, -65
1520603091566,C1D1,38:90:a5:9d:1b:10,eduroam, -70
